Date,Close,Predictions,title_senti_comp,news_senti_comp,avg_senti_comp,residual,ols_adjusted_pred,recommnedation,recommendation,Buy,Purchased
2021-12-15,2373.199951171875,2392.9038,0.2023,0.4767,0.34,19.703857421875,2372.581655171875,Hold,Hold,0,0.0
2021-12-16,2403.89990234375,2349.37,0.67545,0.9571,0.815,-54.52978515625,2396.1332543437497,Hold,Hold,0,0.0
2021-12-17,2340.449951171875,2356.0286,0.0,0.0,0.0,15.57861328125,2346.924951171875,Hold,Hold,0,0.0
2021-12-20,2277.35009765625,2379.182,0.0,0.0,0.0,101.831787109375,2283.82509765625,Hold,Hold,0,0.0
2021-12-21,2311.25,2297.807,0.0,0.7288,0.365,-13.443115234375,2306.880456,Hold,Hold,0,0.0
2021-12-22,2366.10009765625,2300.7812,0.0,0.4588,0.23,-65.31884765625,2365.74815365625,Hold,Hold,0,0.0
2021-12-23,2365.25,2313.4846,0.0,0.0,0.0,-51.765380859375,2371.725,Hold,Hold,0,0.0
2021-12-24,2372.800048828125,2356.5525,0.0,0.0,0.0,-16.24755859375,2379.275048828125,Hold,Hold,0,0.0
2021-12-27,2370.25,2368.911,0.0,0.2263,0.11,-1.339111328125,2373.357656,Hold,Hold,0,0.0
2021-12-28,2398.39990234375,2369.3909,0.0,0.0,0.0,-29.009033203125,2404.87490234375,Hold,Hold,0,0.0
2021-12-29,2402.5,2378.08,0.0,0.0,0.0,-24.419921875,2408.975,Hold,Hold,0,0.0
2021-12-30,2359.10009765625,2383.2598,0.0,0.3021,0.15000000000000002,24.15966796875,2361.0798496562497,Hold,Hold,0,0.0
2021-12-31,2368.14990234375,2367.913,0.191775,0.777025,0.485,-0.23681640625,2363.06277034375,Hold,Hold,0,0.0
2022-01-03,2403.85009765625,2365.6243,0.0,0.0,0.0,-38.225830078125,2410.32509765625,Hold,Hold,0,0.0
2022-01-04,2458.10009765625,2380.2466,0.0,0.9313,0.47,-77.853515625,2450.71735365625,Hold,Hold,0,0.0
2022-01-05,2469.60009765625,2415.7297,0.0,0.0,0.0,-53.870361328125,2476.07509765625,Hold,Hold,0,0.0
2022-01-06,2416.5,2430.2314,0.12726666666666667,0.40596666666666653,0.26666666666666666,13.7314453125,2416.934216,Hold,Hold,0,0.0
2022-01-07,2436.0,2419.4553,0.0,0.8455600000000001,0.42200000000000004,-16.544677734375,2429.8930672,Hold,Hold,0,0.0
2022-01-10,2438.0,2424.3303,0.0,0.9702,0.49,-13.669677734375,2430.038424,Hold,Hold,0,0.0
2022-01-11,2455.550048828125,2430.4175,0.0,0.9773,0.49,-25.132568359375,2447.482824828125,Hold,Hold,0,0.0
2022-01-12,2521.10009765625,2438.982,0.0,0.0,0.0,-82.1181640625,2527.57509765625,Hold,Hold,0,0.0
2022-01-13,2535.300048828125,2467.206,0.0,0.9690000000000001,0.48,-68.093994140625,2527.356328828125,Hold,Hold,0,0.0
2022-01-14,2539.0,2487.7256,0.0,0.0,0.0,-51.2744140625,2545.475,Hold,Hold,0,0.0
2022-01-17,2552.25,2501.477,0.0,0.0,0.0,-50.77294921875,2558.725,Hold,Hold,0,0.0
2022-01-18,2521.800048828125,2514.6416,0.0,0.8858,0.44,-7.158447265625,2515.094344828125,Hold,Hold,0,0.0
2022-01-19,2521.60009765625,2510.1135,0.039985714285714284,0.6047142857142856,0.32285714285714284,-11.486572265625,2519.0769490848215,Hold,Hold,0,0.0
2022-01-20,2477.449951171875,2511.4158,0.0,0.0,0.0,33.9658203125,2483.924951171875,Hold,Hold,0,0.0
2022-01-21,2477.85009765625,2502.1602,0.0,0.8145000000000001,0.4066666666666667,24.31005859375,2472.20533765625,Hold,Hold,0,0.0
2022-01-24,2377.89990234375,2457.732,0.10115,0.925,0.515,79.83203125,2370.61090234375,Hold,Hold,0,0.0
2022-01-25,2373.25,2411.6785,0.0,0.0,0.0,38.428466796875,2379.725,Hold,Hold,0,0.0
2022-01-27,2338.10009765625,2391.422,0.0,0.0,0.0,53.322021484375,2344.57509765625,Hold,Hold,0,0.0
2022-01-28,2335.85009765625,2369.3628,0.0,0.0,0.0,33.5126953125,2342.32509765625,Hold,Hold,0,0.0
2022-01-31,2386.60009765625,2355.1196,0.0,0.96235,0.48,-31.48046875,2378.75532965625,Hold,Hold,0,0.0
2022-02-01,2378.699951171875,2359.5217,0.0,0.9666,0.48,-19.17822265625,2370.791943171875,Hold,Hold,0,0.0
2022-02-02,2383.550048828125,2350.7415,0.0,0.0,0.0,-32.80859375,2390.025048828125,Hold,Hold,0,0.0
2022-02-03,2352.75,2352.2075,0.0,0.0,0.0,-0.54248046875,2359.225,Hold,Hold,0,0.0
2022-02-04,2331.300048828125,2365.5703,0.0,0.0,0.0,34.270263671875,2337.775048828125,Hold,Hold,0,0.0
2022-02-07,2317.10009765625,2325.7378,0.0,0.815,0.405,8.6376953125,2311.44789765625,Hold,Hold,0,0.0
2022-02-08,2356.050048828125,2301.095,0.0,0.0,0.0,-54.955078125,2362.525048828125,Hold,Hold,0,0.0
2022-02-09,2383.5,2301.7456,0.0,0.0,0.0,-81.75439453125,2389.975,Hold,Hold,0,0.0
2022-02-10,2381.050048828125,2363.193,0.16463333333333333,0.8076,0.4866666666666666,-17.85693359375,2375.507960828125,Hold,Hold,0,0.0
2022-02-11,2376.39990234375,2376.7478,0.0,0.0,0.0,0.347900390625,2382.87490234375,Hold,Hold,0,0.0
2022-02-14,2338.550048828125,2377.3105,0.0,0.394,0.19666666666666666,38.760498046875,2339.162328828125,Hold,Hold,0,0.0
