Date,Close,Predictions,title_senti_comp,news_senti_comp,avg_senti_comp,residual,ols_adjusted_pred,recommnedation,recommendation,Buy,Purchased
2022-02-15,2417.949951171875,2362.2883,0.0,0.84995,0.425,-55.66162109375,2411.7776951718747,Hold,Hold,0,0.0
2022-02-16,2412.949951171875,2356.9033,0.0,0.0,0.0,-56.046630859375,2419.424951171875,Hold,Hold,0,0.0
2022-02-17,2443.5,2391.085,-0.1591,0.51315,0.175,-52.4150390625,2442.339328,Hold,Hold,0,0.0
2022-02-18,2424.39990234375,2405.861,0.0,0.0,0.0,-18.538818359375,2430.87490234375,Hold,Hold,0,0.0
2022-02-21,2399.89990234375,2408.782,0.0,0.0,0.0,8.882080078125,2406.37490234375,Hold,Hold,0,0.0
2022-02-22,2389.0,2406.0427,0.0,0.0,0.0,17.042724609375,2395.475,Hold,Hold,0,0.0
2022-02-23,2374.050048828125,2398.5916,-0.0258,0.5106,0.24,24.54150390625,2372.9273208281247,Hold,Hold,0,0.0
2022-02-24,2255.75,2381.7092,0.0,0.9245,0.46,125.959228515625,2248.46844,Hold,Hold,0,0.0
2022-02-25,2283.949951171875,2315.0566,0.0,0.4215,0.21,31.106689453125,2284.1530311718748,Hold,Hold,0,0.0
2022-02-28,2359.550048828125,2286.0652,0.17,-0.8734999999999999,-0.35,-73.48486328125,2379.022728828125,Buy,Buy,1,2359.550048828125
2022-03-02,2398.550048828125,2309.1924,0.0,0.43535,0.215,-89.357666015625,2398.547040828125,Hold,Hold,0,0.0
2022-03-03,2378.300048828125,2347.959,0.1366,0.6271,0.385,-30.341064453125,2375.443800828125,Hold,Hold,0,0.0
2022-03-04,2325.550048828125,2384.5793,0.0,0.0,0.0,59.029296875,2332.025048828125,Hold,Hold,0,0.0
2022-03-07,2239.550048828125,2359.5056,0.0,0.0,0.0,119.95556640625,2246.025048828125,Hold,Hold,0,0.0
2022-03-08,2235.5,2278.9707,0.0,0.0,0.0,43.470703125,2241.975,Hold,Hold,0,0.0
2022-03-09,2354.10009765625,2237.4724,0.0,0.0,0.0,-116.627685546875,2360.57509765625,Hold,Hold,0,0.0
2022-03-10,2392.25,2267.5981,0.24635,0.14455,0.195,-124.65185546875,2396.574096,Hold,Hold,0,0.0
2022-03-11,2399.14990234375,2352.1948,0.0,0.20095,0.1,-46.955078125,2402.63476634375,Hold,Hold,0,0.0
2022-03-14,2418.85009765625,2368.444,0.0,0.0,0.0,-50.406005859375,2425.32509765625,Hold,Hold,0,0.0
2022-03-15,2363.449951171875,2383.2346,0.1779,0.9492,0.56,19.78466796875,2355.800855171875,Hold,Hold,0,0.0
2022-03-16,2403.35009765625,2367.7744,0.0,0.0,0.0,-35.57568359375,2409.82509765625,Hold,Hold,0,0.0
2022-03-17,2481.699951171875,2374.0515,0.0,0.0,0.0,-107.6484375,2488.174951171875,Hold,Hold,0,0.0
2022-03-21,2467.39990234375,2413.178,0.0,0.89315,0.445,-54.221923828125,2460.58483034375,Hold,Hold,0,0.0
2022-03-22,2531.14990234375,2416.6555,0.0,0.9636,0.48,-114.494384765625,2523.2865343437497,Hold,Hold,0,0.0
2022-03-23,2539.199951171875,2469.3416,0.0,0.0,0.0,-69.8583984375,2545.674951171875,Hold,Hold,0,0.0
2022-03-24,2578.64990234375,2481.601,0.0,0.0,0.0,-97.048828125,2585.12490234375,Hold,Hold,0,0.0
2022-03-25,2595.85009765625,2517.9326,0.0,0.0,0.0,-77.91748046875,2602.32509765625,Hold,Hold,0,0.0
2022-03-28,2621.949951171875,2539.1606,0.0,0.7351,0.37,-82.789306640625,2617.486663171875,Hold,Hold,0,0.0
2022-03-29,2622.550048828125,2567.15,0.0,0.0,0.0,-55.400146484375,2629.025048828125,Hold,Hold,0,0.0
2022-03-30,2672.949951171875,2565.5527,0.0,0.0,0.0,-107.397216796875,2679.424951171875,Hold,Hold,0,0.0
2022-03-31,2634.75,2605.015,-0.3182,0.41745,0.05,-29.735107421875,2635.013344,Hold,Hold,0,0.0
2022-04-01,2655.85009765625,2605.6729,0.0,0.0,0.0,-50.17724609375,2662.32509765625,Hold,Hold,0,0.0
2022-04-04,2663.699951171875,2621.5156,0.0,0.0,0.0,-42.184326171875,2670.174951171875,Hold,Hold,0,0.0
2022-04-05,2626.050048828125,2637.5771,0.0,0.0,0.0,11.527099609375,2632.525048828125,Hold,Hold,0,0.0
2022-04-06,2619.050048828125,2634.1472,0.1779,0.9666,0.57,15.09716796875,2611.142040828125,Hold,Hold,0,0.0
2022-04-07,2572.85009765625,2628.1912,0.5106,0.8909999999999999,0.7,55.341064453125,2566.06701765625,Hold,Hold,0,0.0
2022-04-08,2615.64990234375,2594.5603,0.0,0.0,0.0,-21.089599609375,2622.12490234375,Hold,Hold,0,0.0
2022-04-11,2610.199951171875,2559.086,0.0,0.0,0.0,-51.114013671875,2616.674951171875,Hold,Hold,0,0.0
2022-04-12,2561.050048828125,2592.5698,0.0,0.0,0.0,31.519775390625,2567.525048828125,Hold,Hold,0,0.0
2022-04-13,2551.64990234375,2575.9138,0.0,0.0,0.0,24.263916015625,2558.12490234375,Hold,Hold,0,0.0
2022-04-18,2543.85009765625,2529.0828,0.0,0.0,0.0,-14.767333984375,2550.32509765625,Hold,Hold,0,0.0
2022-04-19,2640.800048828125,2519.832,0.0,0.0,0.0,-120.968017578125,2647.275048828125,Hold,Hold,0,0.0
2022-04-20,2718.449951171875,2546.4443,-0.14784999999999998,0.7164,0.28500000000000003,-172.005615234375,2714.2649191718747,Hold,Hold,0,0.0
2022-04-21,2782.10009765625,2649.9807,0.0,-0.2263,-0.11,-132.119384765625,2791.9424416562497,Buy,Buy,1,2782.10009765625
2022-04-22,2758.800048828125,2749.2317,0.4588,0.8442,0.65,-9.568359375,2752.7133528281247,Hold,Hold,0,0.0
2022-04-25,2695.0,2707.501,0.0,0.0,0.0,12.5009765625,2701.475,Hold,Hold,0,0.0
2022-04-26,2775.64990234375,2677.3796,0.0,0.0,0.0,-98.270263671875,2782.12490234375,Hold,Hold,0,0.0
2022-04-27,2778.35009765625,2705.694,0.24695,0.93275,0.59,-72.656005859375,2770.94577765625,Hold,Hold,0,0.0
2022-04-28,2819.85009765625,2721.3083,0.0,0.9618,0.48,-98.541748046875,2812.01351365625,Hold,Hold,0,0.0
2022-04-29,2790.25,2751.7551,0.0,0.2263,0.11,-38.494873046875,2793.357656,Hold,Hold,0,0.0
2022-05-02,2780.449951171875,2761.9795,0.0,0.0,0.0,-18.470458984375,2786.924951171875,Hold,Hold,0,0.0
2022-05-04,2693.64990234375,2773.8025,0.0,0.0,0.0,80.152587890625,2700.12490234375,Hold,Hold,0,0.0
2022-05-05,2640.89990234375,2750.7957,0.0,0.0,0.0,109.895751953125,2647.37490234375,Hold,Hold,0,0.0
2022-05-06,2620.64990234375,2648.7388,0.0,0.85475,0.43,28.0888671875,2614.40622234375,Hold,Hold,0,0.0
