date,title_senti_comp,news_senti_comp,avg_senti_comp
2022-05-10,0.0,0.9893,0.49
2022-05-13,0.0,0.7288,0.365
2022-05-14,0.0,0.6705,0.34
2022-05-18,0.0,0.2263,0.11
2022-05-21,-0.0129,0.1237,0.055
2022-05-26,0.0,0.7003,0.35
2022-05-30,0.0,0.8979,0.45
2022-05-31,0.2263,0.4215,0.32
2022-06-01,0.0,0.8895,0.44
2022-06-02,0.0,0.9865,0.49
2022-06-07,0.128,0.5859,0.36
2022-06-09,0.0,0.7351,0.37
2022-06-10,-0.0258,0.5106,0.24
2022-06-13,-0.0516,0.9403,0.44
2022-06-15,0.0,0.9808,0.49
2022-06-16,0.17,0.98585,0.575
2022-06-17,0.0,0.7288,0.365
2022-06-21,-0.4588,-0.0772,-0.27
2022-06-23,0.0,0.9342333333333332,0.4666666666666666
2022-06-28,0.11333333333333334,0.5887,0.3499999999999999
2022-07-01,0.0,0.2263,0.11
2022-07-07,0.4939,0.7096,0.6
2022-07-08,0.4939,0.8505,0.67
2022-07-13,0.0,-0.0772,-0.04
2022-07-14,0.0,0.4703,0.24
2022-07-19,0.0,0.6369,0.32
2022-07-20,0.0,0.2263,0.11
2022-07-22,0.293675,0.8713,0.585
2022-07-23,0.08292000000000001,0.16287999999999997,0.122
2022-08-02,0.0,0.8794500000000001,0.44
2022-08-03,0.37095,0.9151,0.645
2022-08-04,0.3182,0.6249,0.47
2022-08-05,0.4939,0.7506,0.62
